Type,Adjective,Noun,HEX,OKLCH_L,OKLCH_C,OKLCH_H,ERP_Code,Note,Tags,Illuminant,Observer,Measurement_Method,Measurement_Date,Measurement_Device,R400 nm,R410 nm,R420 nm,R430 nm,R440 nm,R450 nm,R460 nm,R470 nm,R480 nm,R490 nm,R500 nm,R510 nm,R520 nm,R530 nm,R540 nm,R550 nm,R560 nm,R570 nm,R580 nm,R590 nm,R600 nm,R610 nm,R620 nm,R630 nm,R640 nm,R650 nm,R660 nm,R670 nm,R680 nm,R690 nm,R700 nm,Spectral
DB,tafisa,T491 Beach Memories Smoothwood HPL,#ae8c67,0.663219783015238,0.0658734903771089,68.8490226231809,https://tafisa.ca/en/our-colours/beach-memories,https://tafisa.ca/sites/default/files/styles/large/public/960x960_L491%28S%29_hires.jpg,Textured Laminate,D65,10,M1,2026-04-21,Nix Spectro L,0.104,0.124,0.134,0.14,0.144,0.148,0.153,0.16,0.169,0.185,0.204,0.223,0.239,0.25,0.257,0.265,0.278,0.298,0.323,0.357,0.382,0.392,0.394,0.393,0.392,0.392,0.392,0.393,0.393,0.394,0.395,"[0.104,0.124,0.134,0.14,0.144,0.148,0.153,0.16,0.169,0.185,0.204,0.223,0.239,0.25,0.257,0.265,0.278,0.298,0.323,0.357,0.382,0.392,0.394,0.393,0.392,0.392,0.392,0.393,0.393,0.394,0.395]"
DB,tafisa,T564 Tofino Urbania HPL,#9f896c,0.641625603443785,0.0482533086917872,73.0240464511398,https://tafisa.ca/en/our-colours/tofino,https://tafisa.ca/sites/default/files/styles/large/public/2020-03/Tafisa_L564%28R%29_24X24_72dpi.jpg,Textured Laminate,D65,10,M1,2026-04-21,Nix Spectro L,0.168,0.173,0.161,0.153,0.147,0.147,0.155,0.169,0.191,0.223,0.249,0.255,0.252,0.247,0.24,0.232,0.231,0.24,0.263,0.304,0.336,0.347,0.347,0.344,0.343,0.344,0.344,0.345,0.347,0.348,0.35,"[0.168,0.173,0.161,0.153,0.147,0.147,0.155,0.169,0.191,0.223,0.249,0.255,0.252,0.247,0.24,0.232,0.231,0.24,0.263,0.304,0.336,0.347,0.347,0.344,0.343,0.344,0.344,0.345,0.347,0.348,0.35]"
DB,tafisa,T2015 Apres-Ski Viva HPL,#957f67,0.61198995267879,0.0442250177548922,69.5737129455552,https://tafisa.ca/en/our-colours/apres-ski,https://tafisa.ca/sites/default/files/styles/large/public/2020-03/tafisa_M2015%28Y%29_24X24_72dpi.jpg,Textured Laminate,D65,10,M1,2026-04-21,Nix Spectro L,0.161,0.164,0.15,0.142,0.135,0.134,0.139,0.148,0.165,0.188,0.206,0.209,0.208,0.206,0.205,0.205,0.21,0.223,0.24,0.267,0.287,0.294,0.293,0.292,0.291,0.291,0.291,0.291,0.292,0.293,0.294,"[0.161,0.164,0.15,0.142,0.135,0.134,0.139,0.148,0.165,0.188,0.206,0.209,0.208,0.206,0.205,0.205,0.21,0.223,0.24,0.267,0.287,0.294,0.293,0.292,0.291,0.291,0.291,0.291,0.292,0.293,0.294]"
DB,tafisa,T588 Sweet and Savory Karisma HPL,#a99278,0.672747945062696,0.0455336681266762,69.9814512788141,https://tafisa.ca/en/our-colours/sweet-savory,https://tafisa.ca/sites/default/files/styles/large/public/2023-05/L588K%20Sweet%26Savory_12x12.jpg,Textured Laminate,D65,10,M1,2026-04-21,Nix Spectro L,0.181,0.2,0.202,0.2,0.198,0.197,0.198,0.2,0.206,0.217,0.234,0.252,0.267,0.278,0.285,0.291,0.3,0.314,0.329,0.35,0.365,0.37,0.371,0.37,0.369,0.369,0.369,0.369,0.37,0.371,0.371,"[0.181,0.2,0.202,0.2,0.198,0.197,0.198,0.2,0.206,0.217,0.234,0.252,0.267,0.278,0.285,0.291,0.3,0.314,0.329,0.35,0.365,0.37,0.371,0.37,0.369,0.369,0.369,0.369,0.37,0.371,0.371]"
DB,tafisa,T592 Kiss Curl Karisma HPL,#8a705c,0.563706035619475,0.0441328123549033,59.1969225374438,https://tafisa.ca/en/our-colours/kiss-curl,https://tafisa.ca/sites/default/files/styles/large/public/2023-05/L592-12x12_Compress%C3%A9.jpg,Textured Laminate,D65,10,M1,2026-04-21,Nix Spectro L,0.121,0.125,0.116,0.11,0.105,0.105,0.108,0.116,0.129,0.147,0.161,0.163,0.161,0.157,0.154,0.152,0.154,0.163,0.181,0.212,0.237,0.247,0.248,0.248,0.247,0.249,0.249,0.25,0.251,0.253,0.254,"[0.121,0.125,0.116,0.11,0.105,0.105,0.108,0.116,0.129,0.147,0.161,0.163,0.161,0.157,0.154,0.152,0.154,0.163,0.181,0.212,0.237,0.247,0.248,0.248,0.247,0.249,0.249,0.25,0.251,0.253,0.254]"
DB,tafisa,T556 Laurentian Path Urbania HPL,#837360,0.565108212408275,0.0343472770769739,70.5648262214411,https://tafisa.ca/en/our-colours/laurentian-path,https://tafisa.ca/sites/default/files/styles/large/public/2020-04/tafisa_L556%28R%29_24X24_72dpi.jpg,Textured Laminate,D65,10,M1,2026-04-21,Nix Spectro L,0.141,0.143,0.13,0.121,0.115,0.113,0.117,0.126,0.14,0.161,0.175,0.177,0.173,0.169,0.164,0.161,0.161,0.167,0.181,0.204,0.222,0.228,0.228,0.226,0.225,0.226,0.226,0.227,0.228,0.229,0.23,"[0.141,0.143,0.13,0.121,0.115,0.113,0.117,0.126,0.14,0.161,0.175,0.177,0.173,0.169,0.164,0.161,0.161,0.167,0.181,0.204,0.222,0.228,0.228,0.226,0.225,0.226,0.226,0.227,0.228,0.229,0.23]"
DB,tafisa,L588 Sweet and Savory Karisma TFL,#a0866b,0.636282290456746,0.0491352044715032,67.0071876701342,https://tafisa.ca/en/our-colours/sweet-savory,https://tafisa.ca/sites/default/files/styles/large/public/2023-05/L588K%20Sweet%26Savory_12x12.jpg,Textured Laminate,D65,10,M1,2026-04-21,Nix Spectro L,0.15,0.164,0.163,0.161,0.158,0.157,0.157,0.159,0.164,0.173,0.188,0.205,0.219,0.229,0.236,0.242,0.252,0.266,0.281,0.303,0.319,0.325,0.326,0.325,0.324,0.326,0.326,0.327,0.328,0.329,0.33,"[0.15,0.164,0.163,0.161,0.158,0.157,0.157,0.159,0.164,0.173,0.188,0.205,0.219,0.229,0.236,0.242,0.252,0.266,0.281,0.303,0.319,0.325,0.326,0.325,0.324,0.326,0.326,0.327,0.328,0.329,0.33]"
DB,tafisa,T481 Nutmeg Smoothwood HPL,#8e7862,0.586697351542856,0.0420797615713887,65.0632864334023,https://tafisa.ca/en/our-colours/nutmeg,https://tafisa.ca/sites/default/files/styles/large/public/2020-04/tafisa_L481%28S%29_24X24_72dpi.jpg,Textured Laminate,D65,10,M1,2026-04-21,Nix Spectro L,0.113,0.124,0.124,0.124,0.123,0.125,0.129,0.136,0.146,0.161,0.173,0.179,0.18,0.181,0.18,0.181,0.185,0.195,0.211,0.235,0.254,0.262,0.263,0.262,0.261,0.262,0.262,0.262,0.263,0.264,0.265,"[0.113,0.124,0.124,0.124,0.123,0.125,0.129,0.136,0.146,0.161,0.173,0.179,0.18,0.181,0.18,0.181,0.185,0.195,0.211,0.235,0.254,0.262,0.263,0.262,0.261,0.262,0.262,0.262,0.263,0.264,0.265]"
DB,tafisa,T488 Dolce Vita Smoothwood HPL,#967961,0.598132125051103,0.0502694359148485,61.9256948931089,https://tafisa.ca/en/our-colours/dolce-vita,https://tafisa.ca/sites/default/files/styles/large/public/2020-04/tafisa_L488%28S%29_24X24_72dpi.jpg,Textured Laminate,D65,10,M1,2026-04-21,Nix Spectro L,0.0961,0.112,0.119,0.122,0.124,0.127,0.13,0.134,0.14,0.15,0.161,0.171,0.178,0.183,0.187,0.192,0.201,0.214,0.232,0.258,0.278,0.285,0.286,0.286,0.285,0.285,0.285,0.286,0.287,0.287,0.288,"[0.0961,0.112,0.119,0.122,0.124,0.127,0.13,0.134,0.14,0.15,0.161,0.171,0.178,0.183,0.187,0.192,0.201,0.214,0.232,0.258,0.278,0.285,0.286,0.286,0.285,0.285,0.285,0.286,0.287,0.287,0.288]"
DB,tafisa,T589 Salt of the Earth Karisma HPL,#877462,0.572169564404371,0.0355447872557194,66.0048790826739,https://tafisa.ca/en/our-colours/salt-of-the-earth,https://tafisa.ca/sites/default/files/styles/large/public/2023-05/L589K%20SaltOfTheEarth_12x12.jpg,Textured Laminate,D65,10,M1,2026-04-21,Nix Spectro L,0.124,0.134,0.133,0.131,0.129,0.127,0.127,0.128,0.132,0.138,0.147,0.157,0.164,0.17,0.174,0.178,0.184,0.192,0.202,0.215,0.224,0.227,0.227,0.227,0.226,0.227,0.227,0.227,0.228,0.228,0.229,"[0.124,0.134,0.133,0.131,0.129,0.127,0.127,0.128,0.132,0.138,0.147,0.157,0.164,0.17,0.174,0.178,0.184,0.192,0.202,0.215,0.224,0.227,0.227,0.227,0.226,0.227,0.227,0.227,0.228,0.228,0.229]"
DB,tafisa,T582 Fashionista Karisma HPL,#82705e,0.556409345661839,0.0357821814840217,65.2277626190336,https://tafisa.ca/en/our-colours/fashionista,https://tafisa.ca/sites/default/files/styles/large/public/2020-10/L582%28K%29%20Fashionista_24X24%20%28Medium%29.jpg,Textured Laminate,D65,10,M1,2026-04-21,Nix Spectro L,0.143,0.144,0.129,0.119,0.112,0.108,0.11,0.116,0.127,0.143,0.155,0.158,0.157,0.156,0.155,0.155,0.158,0.166,0.179,0.199,0.213,0.219,0.218,0.217,0.217,0.217,0.217,0.218,0.218,0.219,0.22,"[0.143,0.144,0.129,0.119,0.112,0.108,0.11,0.116,0.127,0.143,0.155,0.158,0.157,0.156,0.155,0.155,0.158,0.166,0.179,0.199,0.213,0.219,0.218,0.217,0.217,0.217,0.217,0.218,0.218,0.219,0.22]"
DB,tafisa,T497 Bora Bora Smoothwood HPL,#765943,0.488186512797318,0.0506743034896501,57.1589192553291,https://tafisa.ca/en/our-colours/bora-bora,https://tafisa.ca/sites/default/files/styles/large/public/2020-04/tafisa_L497%28S%29_24X24_72dpi_0.jpg,Textured Laminate,D65,10,M1,2026-04-22,Nix Spectro L,0.041,0.0506,0.0563,0.0591,0.0613,0.063,0.0642,0.0654,0.0674,0.0708,0.0758,0.0815,0.0869,0.0915,0.0956,0.101,0.109,0.12,0.132,0.148,0.161,0.165,0.166,0.165,0.165,0.165,0.165,0.166,0.167,0.168,0.169,"[0.041,0.0506,0.0563,0.0591,0.0613,0.063,0.0642,0.0654,0.0674,0.0708,0.0758,0.0815,0.0869,0.0915,0.0956,0.101,0.109,0.12,0.132,0.148,0.161,0.165,0.166,0.165,0.165,0.165,0.165,0.166,0.167,0.168,0.169]"
DB,tafisa,T489 Copa Cabana Smoothwood HPL,#6f5b4f,0.488370885018908,0.032922628728395,52.8735417531466,https://tafisa.ca/en/our-colours/copa-cabana,https://tafisa.ca/sites/default/files/styles/large/public/2020-04/tafisa_L489%28S%29_24X24_72dpi.jpg,Textured Laminate,D65,10,M1,2026-04-22,Nix Spectro L,0.0647,0.0742,0.078,0.0794,0.0803,0.0812,0.0821,0.0832,0.0854,0.0891,0.0934,0.0969,0.0994,0.101,0.103,0.104,0.108,0.114,0.124,0.137,0.148,0.152,0.152,0.152,0.151,0.152,0.152,0.152,0.153,0.153,0.153,"[0.0647,0.0742,0.078,0.0794,0.0803,0.0812,0.0821,0.0832,0.0854,0.0891,0.0934,0.0969,0.0994,0.101,0.103,0.104,0.108,0.114,0.124,0.137,0.148,0.152,0.152,0.152,0.151,0.152,0.152,0.152,0.153,0.153,0.153]"
DB,tafisa,T2006 Yea For Two Viva HPL,#7c624a,0.514791450102803,0.0494350597091014,64.040199509569,https://tafisa.ca/en/our-colours/tea-for-two,https://tafisa.ca/sites/default/files/styles/large/public/2020-03/tafisa_M2006%28Y%29_24X24_72dpi.jpg,Textured Laminate,D65,10,M1,2026-04-22,Nix Spectro L,0.0839,0.0851,0.0768,0.0715,0.068,0.0672,0.0699,0.076,0.0865,0.101,0.113,0.117,0.117,0.117,0.116,0.115,0.119,0.128,0.143,0.167,0.186,0.193,0.193,0.193,0.192,0.193,0.193,0.194,0.195,0.196,0.196,"[0.0839,0.0851,0.0768,0.0715,0.068,0.0672,0.0699,0.076,0.0865,0.101,0.113,0.117,0.117,0.117,0.116,0.115,0.119,0.128,0.143,0.167,0.186,0.193,0.193,0.193,0.192,0.193,0.193,0.194,0.195,0.196,0.196]"
DB,tafisa,T2014 Sugar On Ice Viva HPL,#6b5140,0.458291687681408,0.0437343316392545,56.0442362315184,https://tafisa.ca/en/our-colours/sugar-on-ice,https://tafisa.ca/sites/default/files/styles/large/public/2020-03/Tafisa_M2014%28Y%29_24X24_72dpi.jpg,Textured Laminate,D65,10,M1,2026-04-22,Nix Spectro L,0.0614,0.0628,0.0575,0.054,0.0516,0.0509,0.0524,0.0561,0.0627,0.0721,0.0795,0.0812,0.0807,0.0797,0.079,0.0789,0.0816,0.0883,0.1,0.12,0.135,0.141,0.141,0.14,0.139,0.14,0.14,0.141,0.141,0.142,0.142,"[0.0614,0.0628,0.0575,0.054,0.0516,0.0509,0.0524,0.0561,0.0627,0.0721,0.0795,0.0812,0.0807,0.0797,0.079,0.0789,0.0816,0.0883,0.1,0.12,0.135,0.141,0.141,0.14,0.139,0.14,0.14,0.141,0.141,0.142,0.142]"
DB,tafisa,T557 Rocky Mountain Urbania HPL,#68594a,0.473323269540136,0.0308197571702175,66.2735596374055,https://tafisa.ca/en/our-colours/rocky-mountain,https://tafisa.ca/sites/default/files/styles/large/public/2020-04/tafisa_L557%28R%29_24X24_72dpi.jpg,Textured Laminate,D65,10,M1,2026-04-22,Nix Spectro L,0.0839,0.0844,0.0761,0.0708,0.067,0.0657,0.0674,0.0718,0.0798,0.0908,0.0986,0.0996,0.0983,0.0964,0.095,0.0941,0.0955,0.1,0.109,0.122,0.132,0.136,0.136,0.135,0.135,0.135,0.135,0.136,0.136,0.137,0.138,"[0.0839,0.0844,0.0761,0.0708,0.067,0.0657,0.0674,0.0718,0.0798,0.0908,0.0986,0.0996,0.0983,0.0964,0.095,0.0941,0.0955,0.1,0.109,0.122,0.132,0.136,0.136,0.135,0.135,0.135,0.135,0.136,0.136,0.137,0.138]"
DB,tafisa,T480 Hot Cinnamon Smoothwood HPL,#755b49,0.493260776010351,0.0436112886737204,57.0238234011015,https://tafisa.ca/en/our-colours/hot-cinnamon,https://tafisa.ca/sites/default/files/styles/large/public/2020-04/Tafisa_L480%28S%29_24X24_72dpi.jpg,Textured Laminate,D65,10,M1,2026-04-22,Nix Spectro L,0.0514,0.0614,0.0667,0.0691,0.0709,0.0723,0.0733,0.0742,0.0761,0.0795,0.0846,0.0901,0.095,0.099,0.102,0.106,0.113,0.123,0.134,0.148,0.159,0.163,0.163,0.163,0.162,0.163,0.163,0.164,0.165,0.165,0.166,"[0.0514,0.0614,0.0667,0.0691,0.0709,0.0723,0.0733,0.0742,0.0761,0.0795,0.0846,0.0901,0.095,0.099,0.102,0.106,0.113,0.123,0.134,0.148,0.159,0.163,0.163,0.163,0.162,0.163,0.163,0.164,0.165,0.165,0.166]"
DB,tafisa,T473 Dark Rum Cherry Crystalite HPL,#623c2c,0.39756587036738,0.0591293281770914,43.4397775214325,https://tafisa.ca/en/our-colours/dark-rum-cherry,https://tafisa.ca/sites/default/files/styles/large/public/2020-04/tafisa_L473%28C%29_24X24_72dpi.jpg,Textured Laminate,D65,10,M1,2026-04-22,Nix Spectro L,0.0313,0.0342,0.0331,0.0315,0.03,0.0287,0.0277,0.0271,0.0276,0.0298,0.034,0.0381,0.0409,0.0428,0.0442,0.0457,0.049,0.0555,0.0679,0.0888,0.105,0.111,0.112,0.111,0.111,0.111,0.112,0.113,0.114,0.114,0.115,"[0.0313,0.0342,0.0331,0.0315,0.03,0.0287,0.0277,0.0271,0.0276,0.0298,0.034,0.0381,0.0409,0.0428,0.0442,0.0457,0.049,0.0555,0.0679,0.0888,0.105,0.111,0.112,0.111,0.111,0.111,0.112,0.113,0.114,0.114,0.115]"
DB,tafisa,T498 Antigua Smoothwood HPL,#5b4e46,0.433488093018244,0.0218314098410013,54.8396012840971,https://tafisa.ca/en/our-colours/antigua,https://tafisa.ca/sites/default/files/styles/large/public/2020-04/tafisa_L498%28S%29_24X24_72dpi.jpg,Textured Laminate,D65,10,M1,2026-04-22,Nix Spectro L,0.0512,0.0578,0.0602,0.0611,0.0617,0.0622,0.0628,0.0635,0.0649,0.0672,0.0699,0.0719,0.0731,0.0739,0.0745,0.0751,0.0769,0.0803,0.0852,0.0923,0.0975,0.0995,0.0997,0.0995,0.0993,0.0997,0.0997,0.0999,0.1,0.1,0.1,"[0.0512,0.0578,0.0602,0.0611,0.0617,0.0622,0.0628,0.0635,0.0649,0.0672,0.0699,0.0719,0.0731,0.0739,0.0745,0.0751,0.0769,0.0803,0.0852,0.0923,0.0975,0.0995,0.0997,0.0995,0.0993,0.0997,0.0997,0.0999,0.1,0.1,0.1]"
DB,tafisa,T2005 Sunday Brunch Viva HPL,#5e4e43,0.437105011108795,0.0273515515353683,58.0726272150204,https://tafisa.ca/en/our-colours/sunday-brunch,https://tafisa.ca/sites/default/files/styles/large/public/2020-03/tafisa_M2005%28Y%29_24X24_72dpi.jpg,Textured Laminate,D65,10,M1,2026-04-22,Nix Spectro L,0.066,0.0674,0.0623,0.059,0.0565,0.0555,0.0563,0.0587,0.0634,0.0701,0.0751,0.0759,0.0754,0.0745,0.0739,0.0738,0.0754,0.0795,0.0863,0.097,0.105,0.108,0.108,0.107,0.107,0.107,0.107,0.107,0.107,0.108,0.108,"[0.066,0.0674,0.0623,0.059,0.0565,0.0555,0.0563,0.0587,0.0634,0.0701,0.0751,0.0759,0.0754,0.0745,0.0739,0.0738,0.0754,0.0795,0.0863,0.097,0.105,0.108,0.108,0.107,0.107,0.107,0.107,0.107,0.107,0.108,0.108]"
DB,tafisa,T479 Truffle Crystalite HPL,#4d392f,0.364955228788569,0.0332334914807212,48.6026100662295,https://tafisa.ca/en/our-colours/truffle,https://tafisa.ca/sites/default/files/styles/large/public/960x960_L479%28C%29_hires.jpg,Textured Laminate,D65,10,M1,2026-04-22,Nix Spectro L,0.024,0.0278,0.0293,0.03,0.0306,0.0309,0.0308,0.0308,0.031,0.0315,0.0325,0.0339,0.0356,0.0374,0.0394,0.0421,0.0463,0.0514,0.0563,0.0619,0.0657,0.0669,0.0669,0.0666,0.0665,0.067,0.0675,0.0683,0.0691,0.07,0.0706,"[0.024,0.0278,0.0293,0.03,0.0306,0.0309,0.0308,0.0308,0.031,0.0315,0.0325,0.0339,0.0356,0.0374,0.0394,0.0421,0.0463,0.0514,0.0563,0.0619,0.0657,0.0669,0.0669,0.0666,0.0665,0.067,0.0675,0.0683,0.0691,0.07,0.0706]"
DB,tafisa,T535 Southwester Alto HPL,#736c64,0.535232638750519,0.0155352259387284,69.3552057711685,https://tafisa.ca/en/our-colours/southwester,https://tafisa.ca/sites/default/files/styles/large/public/2020-04/tafisa_L535%28A%29_24X24_72dpi.jpg,Textured Laminate,D65,10,M1,2026-04-22,Nix Spectro L,0.129,0.136,0.133,0.13,0.126,0.125,0.127,0.13,0.136,0.145,0.152,0.152,0.15,0.148,0.146,0.145,0.145,0.149,0.155,0.164,0.171,0.172,0.172,0.171,0.171,0.171,0.171,0.171,0.172,0.172,0.172,"[0.129,0.136,0.133,0.13,0.126,0.125,0.127,0.13,0.136,0.145,0.152,0.152,0.15,0.148,0.146,0.145,0.145,0.149,0.155,0.164,0.171,0.172,0.172,0.171,0.171,0.171,0.171,0.171,0.172,0.172,0.172]"
DB,tafisa,T2002 Sunset Cruise Viva HPL,#716a63,0.528575892789228,0.0139490346474878,72.026596109986,https://tafisa.ca/en/our-colours/sunset-cruise,https://tafisa.ca/sites/default/files/styles/large/public/2020-03/tafisa_M2002%28Y%29_24X24_72dpi.jpg,Textured Laminate,D65,10,M1,2026-04-22,Nix Spectro L,0.124,0.132,0.129,0.126,0.123,0.123,0.124,0.127,0.133,0.142,0.147,0.147,0.145,0.143,0.141,0.14,0.141,0.145,0.15,0.157,0.162,0.163,0.163,0.162,0.162,0.163,0.163,0.164,0.164,0.165,0.165,"[0.124,0.132,0.129,0.126,0.123,0.123,0.124,0.127,0.133,0.142,0.147,0.147,0.145,0.143,0.141,0.14,0.141,0.145,0.15,0.157,0.162,0.163,0.163,0.162,0.162,0.163,0.163,0.164,0.164,0.165,0.165]"
DB,tafisa,T832 Urban Vibe Karisma HPL,#76736d,0.557023530129367,0.0106096903801772,83.9305985210899,https://tafisa.ca/en/our-colours/urban-vibe-0,https://tafisa.ca/sites/default/files/styles/large/public/2020-10/PM832_24X24%20%28Medium%29.jpg,Textured Laminate,D65,10,M1,2026-04-22,Nix Spectro L,0.147,0.158,0.156,0.153,0.151,0.15,0.152,0.155,0.161,0.17,0.177,0.177,0.175,0.172,0.169,0.167,0.165,0.167,0.172,0.179,0.184,0.185,0.185,0.184,0.184,0.185,0.186,0.187,0.187,0.188,0.188,"[0.147,0.158,0.156,0.153,0.151,0.15,0.152,0.155,0.161,0.17,0.177,0.177,0.175,0.172,0.169,0.167,0.165,0.167,0.172,0.179,0.184,0.185,0.185,0.184,0.184,0.185,0.186,0.187,0.187,0.188,0.188]"
DB,tafisa,T537 Breakwater Alto HPL,#6b6562,0.512093212624178,0.0087579035947404,46.6464265007095,https://tafisa.ca/en/our-colours/breakwater,https://tafisa.ca/sites/default/files/styles/large/public/2020-04/tafisa_L537%28A%29_24X24_72dpi.jpg,Textured Laminate,D65,10,M1,2026-04-22,Nix Spectro L,0.124,0.132,0.129,0.126,0.123,0.122,0.122,0.123,0.127,0.132,0.136,0.135,0.133,0.13,0.129,0.127,0.127,0.128,0.133,0.141,0.146,0.148,0.148,0.148,0.148,0.149,0.15,0.151,0.151,0.152,0.153,"[0.124,0.132,0.129,0.126,0.123,0.122,0.122,0.123,0.127,0.132,0.136,0.135,0.133,0.13,0.129,0.127,0.127,0.128,0.133,0.141,0.146,0.148,0.148,0.148,0.148,0.149,0.15,0.151,0.151,0.152,0.153]"
DB,tafisa,T583 First Class Karisma HPL,#615a54,0.471013473915838,0.0124898677765001,58.2618155718506,https://tafisa.ca/en/our-colours/first-class,https://tafisa.ca/sites/default/files/styles/large/public/2020-10/L583%28K%29%20First%20Class_Premi%C3%A8re%20Classe_24X24%20%28Medium%29.jpg,Textured Laminate,D65,10,M1,2026-04-22,Nix Spectro L,0.101,0.104,0.0982,0.0937,0.09,0.0879,0.0876,0.0889,0.0925,0.0977,0.102,0.102,0.101,0.0997,0.0991,0.0989,0.0998,0.102,0.106,0.112,0.116,0.118,0.117,0.117,0.116,0.117,0.117,0.117,0.117,0.117,0.117,"[0.101,0.104,0.0982,0.0937,0.09,0.0879,0.0876,0.0889,0.0925,0.0977,0.102,0.102,0.101,0.0997,0.0991,0.0989,0.0998,0.102,0.106,0.112,0.116,0.118,0.117,0.117,0.116,0.117,0.117,0.117,0.117,0.117,0.117]"
DB,tafisa,T543 Spring Blossom Alto HPL,#534f4b,0.431616256014655,0.00908342017402432,72.3361419936881,https://tafisa.ca/en/our-colours/spring-blossom,https://tafisa.ca/sites/default/files/styles/large/public/2020-04/tafisa_L543%28A%29_24X24_72dpi_0.jpg,Textured Laminate,D65,10,M1,2026-04-22,Nix Spectro L,0.0572,0.0648,0.0684,0.0699,0.0708,0.0715,0.0719,0.0722,0.0729,0.074,0.0758,0.0774,0.0784,0.0789,0.079,0.0787,0.0789,0.08,0.0818,0.0844,0.086,0.0863,0.0862,0.0859,0.0856,0.0859,0.0858,0.0858,0.0858,0.0858,0.0858,"[0.0572,0.0648,0.0684,0.0699,0.0708,0.0715,0.0719,0.0722,0.0729,0.074,0.0758,0.0774,0.0784,0.0789,0.079,0.0787,0.0789,0.08,0.0818,0.0844,0.086,0.0863,0.0862,0.0859,0.0856,0.0859,0.0858,0.0858,0.0858,0.0858,0.0858]"
DB,tafisa,T499 Grenada Smoothwood HPL,#524d4b,0.425614218741598,0.00757355263445889,50.8260757424422,https://tafisa.ca/en/our-colours/grenada,https://tafisa.ca/sites/default/files/styles/large/public/2020-04/tafisa_L499%28S%29_24X24_72dpi.jpg,Textured Laminate,D65,10,M1,2026-04-22,Nix Spectro L,0.0606,0.0675,0.0699,0.0706,0.0708,0.071,0.0711,0.0712,0.0717,0.0725,0.0735,0.0741,0.0744,0.0744,0.0745,0.0746,0.0751,0.0765,0.0784,0.0811,0.0829,0.0835,0.0835,0.0833,0.0831,0.0834,0.0834,0.0834,0.0835,0.0837,0.0837,"[0.0606,0.0675,0.0699,0.0706,0.0708,0.071,0.0711,0.0712,0.0717,0.0725,0.0735,0.0741,0.0744,0.0744,0.0745,0.0746,0.0751,0.0765,0.0784,0.0811,0.0829,0.0835,0.0835,0.0833,0.0831,0.0834,0.0834,0.0834,0.0835,0.0837,0.0837]"
DB,tafisa,T2001 Tete-a-tete Viva HPL,#544e48,0.427140088663319,0.0127434653989746,69.9095229906496,https://tafisa.ca/en/our-colours/tete-a-tete,https://tafisa.ca/sites/default/files/styles/large/public/2020-03/tafisa_M2001%28Y%29_24X24_72dpi_0.jpg,Textured Laminate,D65,10,M1,2026-04-22,Nix Spectro L,0.0707,0.073,0.069,0.0661,0.0639,0.0629,0.0633,0.0651,0.0687,0.0737,0.0772,0.0772,0.0761,0.0749,0.074,0.0735,0.074,0.0761,0.0793,0.0838,0.0868,0.0876,0.0872,0.0867,0.0864,0.0867,0.0867,0.0867,0.0867,0.0868,0.0868,"[0.0707,0.073,0.069,0.0661,0.0639,0.0629,0.0633,0.0651,0.0687,0.0737,0.0772,0.0772,0.0761,0.0749,0.074,0.0735,0.074,0.0761,0.0793,0.0838,0.0868,0.0876,0.0872,0.0867,0.0864,0.0867,0.0867,0.0867,0.0867,0.0868,0.0868]"
DB,tafisa,T477 Tuxedo Crystalite HPL,#433b37,0.360264393436815,0.0123943189951826,52.221237627771,https://tafisa.ca/en/our-colours/tuxedo,https://tafisa.ca/sites/default/files/styles/large/public/2020-04/tafisa_L477%28C%29_24X24_72dpi.jpg,Textured Laminate,D65,10,M1,2026-04-22,Nix Spectro L,0.0366,0.0394,0.0392,0.0389,0.0388,0.0388,0.0391,0.0398,0.041,0.0427,0.0437,0.0436,0.0433,0.0432,0.0432,0.0436,0.0448,0.0467,0.0486,0.0509,0.0527,0.0537,0.0543,0.0545,0.0546,0.0549,0.055,0.0549,0.0548,0.0548,0.0547,"[0.0366,0.0394,0.0392,0.0389,0.0388,0.0388,0.0391,0.0398,0.041,0.0427,0.0437,0.0436,0.0433,0.0432,0.0432,0.0436,0.0448,0.0467,0.0486,0.0509,0.0527,0.0537,0.0543,0.0545,0.0546,0.0549,0.055,0.0549,0.0548,0.0548,0.0547]"
DB,tafisa,T2035 Black Tie Brava HPL,#555350,0.442846437072148,0.00502604980719843,68.858744493104,https://tafisa.ca/en/our-colours/black-tie,https://tafisa.ca/sites/default/files/styles/large/public/2018-08/M2035%28B%29-Black-Tie_Cravate-Noire_24X24.jpg,Textured Laminate,D65,10,M1,2026-04-22,Nix Spectro L,0.0812,0.0861,0.0843,0.0824,0.0807,0.0798,0.0799,0.0809,0.0833,0.0869,0.0895,0.0891,0.0876,0.0859,0.0846,0.0834,0.083,0.0841,0.0866,0.09,0.0922,0.0923,0.0916,0.0911,0.091,0.0915,0.0917,0.0918,0.0918,0.0918,0.0917,"[0.0812,0.0861,0.0843,0.0824,0.0807,0.0798,0.0799,0.0809,0.0833,0.0869,0.0895,0.0891,0.0876,0.0859,0.0846,0.0834,0.083,0.0841,0.0866,0.09,0.0922,0.0923,0.0916,0.0911,0.091,0.0915,0.0917,0.0918,0.0918,0.0918,0.0917]"
