Type;Adjective;Device;Noun;Date;Illuminant;Observer;Method;R400 nm;R410 nm;R420 nm;R430 nm;R440 nm;R450 nm;R460 nm;R470 nm;R480 nm;R490 nm;R500 nm;R510 nm;R520 nm;R530 nm;R540 nm;R550 nm;R560 nm;R570 nm;R580 nm;R590 nm;R600 nm;R610 nm;R620 nm;R630 nm;R640 nm;R650 nm;R660 nm;R670 nm;R680 nm;R690 nm;R700 nm
DB;Uniboard;Nix Spectro L;HPL H67 Memento Rio;2026-03-10T20:04:16.566Z;D50;2;M2;0.473120576;0.528134149;0.545014489;0.550271654;0.551298833;0.554311883;0.558981276;0.564441526;0.574239123;0.588722897;0.600355256;0.602896571;0.601343489;0.598358393;0.59584744;0.592345893;0.5918226;0.597012401;0.604514432;0.61272254;0.616381788;0.615960515;0.614984298;0.613345993;0.61159687;0.613191354;0.612478113;0.611822438;0.611372626;0.611427367;0.611476827
DB;Uniboard;Nix Spectro L;HPL H68 Kohl Supermat ;2026-03-10T15:25:14.646Z;D50;2;M2;0.101151077;0.111930999;0.115306124;0.116352518;0.116218141;0.115973482;0.115343088;0.11417603;0.113024771;0.111878963;0.110867815;0.10946236;0.107915327;0.106475534;0.105424267;0.104114053;0.102420689;0.101220098;0.100641119;0.0997369364;0.0982218385;0.0963639706;0.0947934553;0.0936924011;0.0927520886;0.0922244176;0.0911881804;0.0899569079;0.0886911467;0.0875997573;0.0866218761
DB;Uniboard;Nix Spectro L;HPL H69 Carbon Supermat;2026-03-10T15:26:14.405Z;D50;2;M2;0.195255157;0.209378287;0.207428989;0.204356575;0.200546926;0.198364061;0.197559658;0.19764016;0.199695659;0.203364646;0.205588949;0.203604412;0.200227636;0.196862754;0.19453128;0.192140955;0.189973426;0.190100658;0.193447286;0.199235043;0.202533284;0.201696673;0.199070808;0.196893147;0.195181334;0.19451853;0.192879519;0.19105278;0.189428416;0.188152272;0.187086248
DB;Uniboard;Nix Spectro L;HPL H72 Ginger Root Aura;2026-03-10T18:33:55.249Z;D50;2;M2;0.186090085;0.188591692;0.170857444;0.160186967;0.152738646;0.15134556;0.157359675;0.169928345;0.191443875;0.221847653;0.245383149;0.252078965;0.252379504;0.250537679;0.248442411;0.247625729;0.253441477;0.268240836;0.291237175;0.326202065;0.352383536;0.361865318;0.362121075;0.360436422;0.358916891;0.359916711;0.359927368;0.360579985;0.361780667;0.363220417;0.364452583
DB;Uniboard;Nix Spectro L;HPL H73 Cocoa Bean Aura;2026-03-10T18:58:06.243Z;D50;2;M2;0.0837063521;0.0897025064;0.0879268304;0.0867617324;0.085886462;0.086418663;0.0887227952;0.0925496072;0.098908779;0.107836752;0.114316885;0.11525187;0.114472112;0.113377213;0.112541068;0.112399796;0.114798211;0.120532672;0.129093632;0.141766194;0.151119131;0.154511452;0.154690325;0.154109037;0.153545901;0.153996083;0.153964153;0.154156911;0.154512215;0.15495171;0.155293107
DB;Uniboard;Nix Spectro L;HPL H74 Blackwood Aura;2026-03-10T18:50:59.287Z;D50;2;M2;0.105724676;0.112026092;0.108743158;0.106542134;0.104754284;0.104645385;0.106567678;0.110223611;0.116593428;0.12550827;0.131796238;0.132389694;0.131349653;0.130037063;0.12906474;0.128708401;0.130482087;0.134887707;0.140543005;0.147870901;0.152924445;0.154606959;0.154730749;0.15436956;0.153988004;0.154572102;0.154612654;0.154684776;0.154748473;0.1549299;0.155041856
DB;Uniboard;Nix Spectro L;HPL H75 Tundra Aura;2026-03-10T18:37:15.127Z;D50;2;M2;0.459987468;0.523851001;0.552002871;0.564494538;0.571605802;0.579668963;0.588523018;0.597367227;0.610265684;0.628221178;0.642694187;0.647152793;0.64662025;0.643933797;0.640712321;0.635775828;0.634772217;0.640355575;0.64803952;0.656667662;0.660768032;0.661278927;0.661592185;0.660571384;0.658925426;0.660734546;0.660236204;0.660200441;0.660539639;0.661289167;0.661924767
DB;Uniboard;Nix Spectro L;HPL K13 Nizza Rivera Oak;2026-03-10T20:10:32.759Z;D50;2;M2;0.36224249;0.396370476;0.399612767;0.398815483;0.396788013;0.398299086;0.403728461;0.412227309;0.426768875;0.447263747;0.462418944;0.464835089;0.462690288;0.459331566;0.456594974;0.454052752;0.455866492;0.463993698;0.47473579;0.487766743;0.495692897;0.497421914;0.496981663;0.495643979;0.494207931;0.495621675;0.495272821;0.495019394;0.494898295;0.495184034;0.495403361
DB;Uniboard;Nix Spectro L;HPL K14 Mistral Rivera Oak;2026-03-10T20:07:12.745Z;D50;2;M2;0.26119673;0.267073673;0.246704328;0.234886822;0.227156863;0.227100527;0.236447692;0.254068625;0.282736892;0.321250987;0.347882777;0.351454252;0.34849878;0.344229186;0.340790498;0.33962484;0.346516806;0.362260336;0.381969827;0.408257717;0.42710945;0.433656323;0.433824492;0.432139874;0.430198944;0.430748951;0.429916137;0.42981841;0.430503839;0.431634891;0.432783782
DB;Uniboard;Nix Spectro L;HPL K15 Cannes Rivera Oak;2026-03-10T20:06:21.242Z;D50;2;M2;0.149368513;0.152741173;0.139761236;0.13228386;0.127475695;0.127691846;0.134207119;0.146323645;0.166243988;0.193985733;0.215079638;0.22077426;0.220930496;0.219358695;0.217617014;0.21728771;0.223542061;0.238214248;0.260307884;0.293751973;0.318937868;0.32839275;0.329063809;0.327678818;0.326275402;0.327089846;0.327022749;0.327667356;0.328889817;0.330303961;0.331521809
DB;Uniboard;Nix Spectro L;HPL K16 Esterel Rivera Oak;2026-03-10T20:11:24.557Z;D50;2;M2;0.152252346;0.158600596;0.149758464;0.144353306;0.140598616;0.140610474;0.145228285;0.153887722;0.168352786;0.188410974;0.20329144;0.206685743;0.206341046;0.204971579;0.203783953;0.203765815;0.208501935;0.219064862;0.233897874;0.255313313;0.271102443;0.276845211;0.27715385;0.276079589;0.27494624;0.275535384;0.275261375;0.275452211;0.276075011;0.276912129;0.27766726
DB;Uniboard;Nix Spectro L;HPL K17 Cassis Rivera Oak;2026-03-10T20:08:05.744Z;D50;2;M2;0.129607226;0.140223742;0.139546016;0.138567552;0.137511289;0.137981173;0.140268987;0.144055086;0.150479046;0.159358537;0.165471026;0.165801907;0.164554003;0.16309841;0.162078592;0.161624891;0.163358715;0.167761031;0.173095277;0.179585674;0.1838938;0.185321996;0.185545534;0.185256523;0.184939101;0.185763082;0.185957539;0.186262906;0.186622244;0.187101343;0.187489086
DB;Uniboard;Nix Spectro L;HPL K18 Monaco Rivera Oak;2026-03-10T20:08:55.870Z;D50;2;M2;0.0893880427;0.0946787566;0.0915998966;0.0896082699;0.088069804;0.0881413147;0.0901909128;0.0939365476;0.100330891;0.109240013;0.115441811;0.115868373;0.114677224;0.11329117;0.112311067;0.112081036;0.114212793;0.119421716;0.127074119;0.138226584;0.146415605;0.1493339;0.149435784;0.148883431;0.148376994;0.14884436;0.148819119;0.148980227;0.14929647;0.149711426;0.150048429
DB;Uniboard;Nix Spectro L;HPL K29 Nickel Dolomite;2026-03-10T15:28:50.402Z;D50;2;M2;0.256408548;0.274117476;0.269713312;0.264806485;0.259429753;0.256900138;0.257394797;0.260209233;0.267098403;0.2780119;0.285667849;0.284030014;0.278667909;0.272816813;0.268152398;0.263401467;0.260198051;0.261750692;0.267863709;0.276988536;0.282191414;0.281728828;0.279271662;0.277418977;0.276356101;0.277391666;0.277470285;0.276982915;0.275994146;0.275246078;0.27433815
DB;Uniboard;Nix Spectro L;HPL K33 Dorato Grey Rio;2026-03-10T19:55:10.676Z;D50;2;M2;0.235182527;0.242132974;0.226262134;0.215790573;0.207549071;0.204573375;0.207696769;0.216068301;0.231505394;0.253017223;0.267886826;0.268882006;0.265931508;0.26237947;0.259918952;0.258813098;0.261762246;0.270001459;0.281194052;0.296080196;0.306623894;0.310145634;0.310158503;0.309300959;0.308652377;0.31001839;0.310271925;0.310653299;0.311266869;0.312180787;0.313032848
DB;Uniboard;Nix Spectro L;HPL K34 Dorato Natural Rio;2026-03-10T20:02:27.418Z;D50;2;M2;0.29637711;0.304737449;0.283214056;0.270115435;0.261042935;0.260161087;0.269205663;0.286962825;0.316574466;0.357069147;0.385842597;0.390392941;0.387574714;0.383165139;0.379695159;0.378616381;0.386362833;0.404706585;0.429829013;0.465132648;0.490717512;0.499378508;0.499097377;0.496746415;0.49435885;0.495005226;0.494075257;0.493863624;0.494442433;0.495507675;0.496546847
DB;Uniboard;Nix Spectro L;HPL K38 Riverside Aura;2026-03-10T19:45:33.690Z;D50;2;M2;0.214599597;0.234192869;0.235243884;0.234308887;0.232765165;0.233711186;0.237545201;0.2436068;0.253870007;0.268531087;0.279353571;0.280484116;0.277516448;0.273376569;0.269359204;0.264912581;0.26292688;0.266063133;0.27386393;0.286452681;0.2954234;0.298422152;0.298640454;0.298104709;0.297752857;0.299416178;0.300119197;0.300957775;0.301851988;0.302871144;0.30365606
DB;Uniboard;Nix Spectro L;HPL K42 Sway Vellum;2026-03-10T20:28:41.430Z;D50;2;M2;0.0743203536;0.0799870893;0.0772711992;0.0745961413;0.0717767566;0.0698921487;0.0689786851;0.0689273879;0.0708617903;0.0761413634;0.0850904778;0.0946613461;0.101568377;0.105933714;0.108286135;0.109745331;0.112677306;0.119219969;0.131929094;0.15385631;0.171640149;0.180461603;0.183863941;0.185052189;0.185843375;0.187918809;0.189156848;0.190115738;0.190656012;0.191178173;0.191436976
DB;Uniboard;Nix Spectro L;HPL K43 Summit White Vellum;2026-03-10T20:29:33.533Z;D50;2;M2;0.357023585;0.406612116;0.427109003;0.435556406;0.439723015;0.444306046;0.448971254;0.453328097;0.460887998;0.473936236;0.490852559;0.506416917;0.517004347;0.523038846;0.52559675;0.525277078;0.527802169;0.53549391;0.545735204;0.559086394;0.567393422;0.570349145;0.571822262;0.571399105;0.569984162;0.571473122;0.57086556;0.57030226;0.569602692;0.569262385;0.568816066
DB;Uniboard;Nix Spectro L;HPL K44 Titan Grey Vellum;2026-03-10T20:30:35.193Z;D50;2;M2;0.145513418;0.16223129;0.166860554;0.168104872;0.167900392;0.167999858;0.168246347;0.16846455;0.169822389;0.172810057;0.17680214;0.180014378;0.182027996;0.183112001;0.183739942;0.18392545;0.184990692;0.187833473;0.191698596;0.196563247;0.199730477;0.20107848;0.20188179;0.202075875;0.202153268;0.203462502;0.203995407;0.204400188;0.204593644;0.204876021;0.205021828
DB;Uniboard;Nix Spectro L;HPL K45 Wave Blue Vellum;2026-03-10T15:38:18.755Z;D50;2;M2;0.0688300475;0.0757463187;0.0777062163;0.0780396491;0.0773245618;0.0762633741;0.0746481106;0.0723823681;0.0696424961;0.0661372796;0.0618180618;0.0565086432;0.051783669;0.048307915;0.0463740915;0.0450200371;0.0433323964;0.0421811327;0.0419834971;0.0417244539;0.0412214391;0.040606264;0.0401939593;0.0401743241;0.0405411661;0.0413858578;0.0419714481;0.0421060234;0.0418079987;0.0415096901;0.0410981558
DB;Uniboard;Nix Spectro L;HPL K60 Chiffon Nobella;2026-03-10T20:15:57.374Z;D50;2;M2;0.189506617;0.197741276;0.187519854;0.181223094;0.176840833;0.1769568;0.182564229;0.192963618;0.210147205;0.233610788;0.250310516;0.253072974;0.251659188;0.249308613;0.247425148;0.246910605;0.251636091;0.262461486;0.276583117;0.295856285;0.309856319;0.315088505;0.315747052;0.314976376;0.314090723;0.315158933;0.315239465;0.315784883;0.316738635;0.317927682;0.319006127
DB;Uniboard;Nix Spectro L;HPL K61 Silk Nobella;2026-03-10T20:17:30.786Z;D50;2;M2;0.356913567;0.385195655;0.382027549;0.37800017;0.374118298;0.375046325;0.381428576;0.392322904;0.410675335;0.435703701;0.453057927;0.454799628;0.452247399;0.449015391;0.447055531;0.446496779;0.451724929;0.463812459;0.478353518;0.496243602;0.508170807;0.511838478;0.511776185;0.510279113;0.508569574;0.509654713;0.508873647;0.50855087;0.508846116;0.509630424;0.510469413
DB;Uniboard;Nix Spectro L;HPL K62 Feather White Nobella;2026-03-10T20:15:06.659Z;D50;2;M2;0.489062232;0.553187704;0.579247177;0.58932972;0.593455529;0.597924674;0.601958919;0.604879713;0.610253382;0.618789315;0.626995349;0.630668414;0.63144381;0.630697703;0.629966795;0.627671158;0.627436602;0.631440127;0.635794628;0.638426745;0.637790501;0.636245167;0.636018944;0.634988713;0.633515608;0.635271955;0.63452903;0.63379221;0.633203435;0.633120191;0.633071733
DB;Uniboard;Nix Spectro L;HPL K63 Pietra Nobella;2026-03-10T20:14:12.772Z;D50;2;M2;0.20062916;0.220163053;0.222692654;0.222689903;0.221760628;0.222371435;0.22462905;0.228159979;0.234554085;0.243710542;0.250606641;0.25196448;0.251669022;0.250994521;0.250793731;0.251085556;0.253880239;0.259709844;0.266171402;0.273281449;0.277574253;0.278699279;0.278729862;0.278167498;0.27753489;0.278508919;0.278487098;0.27857703;0.278764969;0.279166019;0.279507929
DB;Uniboard;Nix Spectro L;HPL K64 Ombré Nobella;2026-03-10T20:13:26.843Z;D50;2;M2;0.0855416253;0.0952783674;0.0984703913;0.0996572733;0.0998611644;0.0999979034;0.0999435365;0.0995899618;0.0995224506;0.099849081;0.100284046;0.100120303;0.0996350944;0.0990377009;0.098530288;0.0978459254;0.0972605497;0.0972990066;0.0974621594;0.0971389547;0.0963744774;0.0956987053;0.0954628438;0.0952820405;0.0951373473;0.0955522344;0.0955612347;0.0954390794;0.0951710775;0.0949715659;0.0947288737
DB;Uniboard;Nix Spectro L;HPL K65 Americana Nobella;2026-03-10T20:12:42.074Z;D50;2;M2;0.0841984317;0.0892086789;0.0854839817;0.083007361;0.0811238036;0.0811560422;0.0835704565;0.0880600765;0.0958319202;0.107103522;0.115927702;0.118193983;0.118013522;0.117178522;0.116473652;0.116578159;0.119967537;0.128150594;0.141864175;0.163684833;0.180483261;0.187164912;0.188000283;0.187466317;0.187027684;0.187962475;0.188340905;0.189079502;0.190088582;0.191146314;0.192014685
DB;Uniboard;Nix Spectro L;HPL K66 Whisper Nobella;2026-03-10T20:18:18.827Z;D50;2;M2;0.311595249;0.328849351;0.317006963;0.308834165;0.302643466;0.302566916;0.309689248;0.323003078;0.345310944;0.375582856;0.396498901;0.39884367;0.39617815;0.392730099;0.390559059;0.390428305;0.39717173;0.41169942;0.429684877;0.453058165;0.469480795;0.475018257;0.475078166;0.473455805;0.471678799;0.472598636;0.471872872;0.471754462;0.472372067;0.473455971;0.474572712
DB;Uniboard;Nix Spectro L;HPL K67 Rumour Nobella;2026-03-10T20:16:44.400Z;D50;2;M2;0.168091574;0.169694957;0.152976593;0.143159141;0.136493525;0.13549443;0.141440238;0.153551671;0.174037868;0.202735478;0.224741563;0.23097569;0.231514284;0.230169836;0.228628844;0.228496653;0.234789807;0.249309364;0.270983326;0.303607285;0.328185272;0.33744635;0.338119274;0.3367378;0.3353423;0.336175132;0.336017424;0.33652035;0.337630379;0.338984746;0.340196919
DB;Uniboard;Nix Spectro L;HPL K68 Conifer Supermat;2026-03-10T15:23:59.408Z;D50;2;M2;0.0351043627;0.042597609;0.0477924645;0.050976558;0.053286124;0.0553631231;0.057468345;0.0594232991;0.0622884691;0.068344295;0.0781676918;0.0881373733;0.0929527283;0.0934354886;0.0896716163;0.0816198066;0.0718081638;0.0635660008;0.0583124518;0.0547540724;0.0522778191;0.0521165922;0.0540129118;0.0555154681;0.0563519165;0.0575240277;0.0584026895;0.0583157659;0.0568931572;0.0553479761;0.0535068661
DB;Uniboard;Nix Spectro L;HPL K69 Ohm Aura;2026-03-10T19:46:53.157Z;D50;2;M2;0.0919178963;0.0983802482;0.0954284862;0.0933408171;0.0917641774;0.0923235476;0.0955800146;0.101127413;0.110435417;0.12409032;0.135277213;0.138731244;0.138444021;0.136783615;0.13469124;0.132692519;0.133915323;0.140910372;0.155320275;0.179817587;0.198779857;0.206220388;0.207057431;0.206429735;0.205938444;0.207014272;0.207517511;0.208383191;0.209477127;0.210591659;0.211449477
DB;Uniboard;Nix Spectro L;HPL K70 Driftwood Brushed Elm;2026-03-10T20:19:30.659Z;D50;2;M2;0.270558295;0.287196219;0.278839827;0.272020385;0.265967238;0.264596108;0.268650207;0.27716763;0.292500389;0.314469302;0.330572468;0.332380778;0.32861445;0.323393232;0.318643832;0.313954353;0.312862754;0.318539107;0.330241728;0.348475558;0.361951053;0.367151332;0.368176931;0.368029529;0.368291044;0.371297687;0.373178977;0.37522639;0.377317435;0.379526347;0.381345427
DB;Uniboard;Nix Spectro L;HPL K70 Resonance Aura;2026-03-10T19:47:49.947Z;D50;2;M2;0.0692668617;0.0739357173;0.0710446551;0.068955043;0.0672691382;0.0673692949;0.0697297439;0.0740047067;0.0814811125;0.0927978188;0.102110022;0.104541098;0.103605691;0.101628388;0.0995271996;0.0977197483;0.0989839777;0.106219648;0.122252773;0.15020517;0.172029227;0.180517736;0.181200379;0.180399394;0.17988396;0.180872512;0.181363881;0.182174605;0.18320002;0.184216911;0.184964621
DB;Uniboard;Nix Spectro L;HPL K71 Elemental Omnia;2026-03-10T15:42:11.675Z;D50;2;M2;0.387634575;0.421037298;0.421022022;0.41914652;0.417266887;0.420503062;0.42969324;0.443804586;0.466260141;0.49630838;0.516962427;0.519280803;0.516523927;0.512826425;0.510226017;0.509010196;0.514673257;0.527985752;0.542901039;0.560241342;0.571401453;0.574756134;0.574846327;0.573274624;0.571233261;0.57219708;0.571145904;0.57079643;0.571251702;0.572238779;0.573295248
DB;Uniboard;Nix Spectro L;HPL K72 Data Omnia;2026-03-10T16:01:28.916Z;D50;2;M2;0.181992662;0.192020366;0.185452047;0.180423507;0.175900412;0.17413654;0.175499877;0.179486448;0.187465966;0.199103382;0.207435083;0.207905146;0.205951834;0.20365333;0.202138162;0.201377439;0.203094515;0.208383387;0.215587172;0.224694216;0.230831534;0.232776913;0.232904258;0.232568666;0.232465056;0.234011537;0.234765023;0.2354083;0.23589907;0.236538422;0.237008673
DB;Uniboard;Nix Spectro L;HPL K73 Mantra Aura;2026-03-10T19:48:47.407Z;D50;2;M2;0.123029514;0.13927362;0.14539139;0.148337653;0.150117826;0.152447981;0.15569171;0.159610122;0.165590295;0.174100086;0.179812336;0.178993988;0.175862113;0.172581583;0.169863614;0.167495319;0.167786843;0.172179419;0.179180264;0.188857576;0.195529348;0.198064578;0.198991689;0.199277341;0.199529839;0.201284137;0.20247139;0.203354496;0.203626239;0.203873274;0.203775916
DB;Uniboard;Nix Spectro L;HPL K74 Chakra Aura;2026-03-10T19:49:46.588Z;D50;2;M2;0.10640835;0.112750928;0.108677202;0.106411636;0.105026422;0.106117749;0.110590149;0.118008198;0.129766527;0.145780361;0.155718258;0.153747228;0.148461249;0.143315245;0.139380647;0.136835723;0.138543627;0.14600285;0.157646599;0.174737945;0.18767693;0.193376452;0.195335528;0.195987216;0.196525872;0.198616615;0.200087363;0.201213327;0.201724356;0.202220795;0.202360466
DB;Uniboard;Nix Spectro L;HPL K76 Samadhi Omnia;2026-03-10T16:02:24.842Z;D50;2;M2;0.0519320592;0.0559868872;0.0553608067;0.0546125911;0.0535693087;0.0526927896;0.0519795381;0.0514120728;0.0513902083;0.0519819058;0.0528653659;0.0533883177;0.0539438315;0.0545784041;0.0554588489;0.0568799183;0.0591405191;0.0623091221;0.0658765055;0.0700791232;0.0729399905;0.0739515051;0.0741215527;0.0741337955;0.0743341774;0.0752150089;0.0759154052;0.0766098589;0.0771668896;0.0777098432;0.078088434
DB;Uniboard;Nix Spectro L;HPL K77 Dodge Omnia;2026-03-10T15:47:27.866Z;D50;2;M2;0.281046146;0.29752807;0.288362581;0.281866968;0.276731551;0.276609588;0.282457113;0.293400878;0.311819375;0.336719805;0.352624738;0.351440907;0.346170121;0.341009372;0.337840247;0.336859471;0.341845381;0.353659385;0.367919201;0.385606182;0.398167181;0.40337553;0.40506174;0.405075693;0.404848939;0.407090062;0.407818455;0.408512259;0.409169525;0.41012854;0.410945064
DB;Uniboard;Nix Spectro L;HPL K79 Sage Supermat;2026-03-10T15:18:19.747Z;D50;2;M2;0.217789066;0.271858025;0.312845165;0.335052675;0.350412798;0.361968523;0.369303066;0.372359312;0.37387554;0.377269393;0.385701662;0.396880066;0.403257835;0.404971629;0.401853579;0.393035656;0.383292532;0.375414598;0.366658175;0.355173695;0.347254306;0.349546027;0.358790416;0.364738899;0.367608994;0.371426708;0.372997832;0.372628379;0.369876403;0.367104739;0.364078951
DB;Uniboard;Nix Spectro L;HPL K81 Adobe Supermat;2026-03-10T15:20:28.117Z;D50;2;M2;0.140784049;0.156408978;0.153480229;0.149982038;0.14642134;0.144020092;0.143157706;0.144472224;0.149843624;0.159280321;0.168706578;0.176111552;0.187089062;0.200826833;0.21822595;0.244385639;0.284111971;0.332702553;0.384253508;0.450014478;0.501836795;0.529746866;0.542930281;0.54841783;0.552044594;0.559285617;0.564204919;0.568602216;0.571894002;0.575153422;0.577731466
DB;Uniboard;Nix Spectro L;HPL K82 Whitesmoke Omnia;2026-03-10T16:05:34.805Z;D50;2;M2;0.424143231;0.498667514;0.542033017;0.56298492;0.575748682;0.585598731;0.591563737;0.593641913;0.595589721;0.599418676;0.606915498;0.616769207;0.625501597;0.632179737;0.637346578;0.641105473;0.648626876;0.659582663;0.666819441;0.669340682;0.667831695;0.666494334;0.66754694;0.667160249;0.665580046;0.667234361;0.666608644;0.666310322;0.666001439;0.66606431;0.666011202
DB;Uniboard;Nix Spectro L;HPL K83 Shipshaw Omnia;2026-03-10T16:04:32.473Z;D50;2;M2;0.136987379;0.152942154;0.157796213;0.159371832;0.159519038;0.15975984;0.15991624;0.159882861;0.160669068;0.162527019;0.165054968;0.167185116;0.168918657;0.17024245;0.171502495;0.172802225;0.175116494;0.17856403;0.181427503;0.183306324;0.183765152;0.183534762;0.183535755;0.18334575;0.183167657;0.184128591;0.184485549;0.184862119;0.185152459;0.185536867;0.185805598
DB;Uniboard;Nix Spectro L;HPL K84 Quietude Omnia;2026-03-10T16:03:26.029Z;D50;2;M2;0.179786909;0.213284981;0.233618841;0.244181985;0.251197034;0.256647009;0.260240495;0.262129921;0.264192402;0.267529559;0.272659999;0.27896964;0.28503263;0.290073043;0.29414652;0.298173231;0.305248678;0.314316553;0.320684397;0.324539131;0.325276262;0.3246337;0.324541569;0.323736018;0.322179168;0.32207303;0.320911932;0.319961226;0.318988621;0.318251097;0.317517406
DB;Uniboard;Nix Spectro L;HPL K84 Quietude Supermat;2026-03-10T15:22:36.971Z;D50;2;M2;0.179861778;0.212228823;0.231331435;0.241209221;0.247740877;0.252885169;0.256356925;0.258288938;0.260519499;0.264056367;0.269262397;0.275511795;0.281544924;0.286573899;0.290667742;0.294756687;0.301839775;0.310811388;0.317019963;0.320666856;0.321262515;0.32051484;0.320301503;0.319397783;0.317737627;0.317458439;0.316103947;0.314962703;0.313847631;0.312992978;0.31218437
DB;Uniboard;Nix Spectro L;HPL K85 Solace Supermat;2026-03-10T15:00:00.358Z;D50;2;M2;0.0757092372;0.0937220279;0.107530127;0.115766799;0.122436158;0.128013486;0.131830053;0.134071372;0.135253124;0.133878545;0.131829084;0.134439604;0.14222312;0.151248756;0.160467216;0.171771222;0.185474971;0.196284789;0.20015749;0.200548077;0.201064008;0.202608645;0.203565186;0.202499118;0.200159559;0.197349322;0.193470562;0.192182431;0.194076213;0.196447024;0.199639544
DB;Uniboard;Nix Spectro L;HPL K89  Cosmos Omnia;2026-03-10T15:46:11.565Z;D50;2;M2;0.29569335;0.299647003;0.273716405;0.25823532;0.247453859;0.245471334;0.254064518;0.271942854;0.302085435;0.343072921;0.371037883;0.373290324;0.368493474;0.362771386;0.358808088;0.357922274;0.366038859;0.384780961;0.410395229;0.446286619;0.472511995;0.481578183;0.481326121;0.479029101;0.476904964;0.47782523;0.477237499;0.477459383;0.478619683;0.480254096;0.481851453
DB;Uniboard;Nix Spectro L;HPL K90 Eclipse Omnia;2026-03-10T16:48:58.573Z;D50;2;M2;0.166070956;0.169287348;0.154892612;0.145627382;0.138529448;0.136094891;0.139237553;0.147253841;0.161910143;0.18272965;0.197162113;0.19752343;0.193741035;0.189688796;0.187107864;0.186551398;0.191354814;0.203964314;0.225018799;0.257675615;0.282227713;0.290755928;0.290283608;0.2884601;0.287196672;0.288149184;0.288234121;0.288661599;0.289471072;0.290481579;0.291311377
DB;Uniboard;Nix Spectro L;HPL K91 Chicory Omnia;2026-03-10T15:52:29.659Z;D50;2;M2;0.226320422;0.228385043;0.207376629;0.195180699;0.186920497;0.185696617;0.193058124;0.207970718;0.232710627;0.265849763;0.287254387;0.286889529;0.281288481;0.27559005;0.271874934;0.27116667;0.278012717;0.293297648;0.313407832;0.341375291;0.362653959;0.371892768;0.374305946;0.374233097;0.373814553;0.37565884;0.376070112;0.376754498;0.37779606;0.379161906;0.380452263
DB;Uniboard;Nix Spectro L;HPL K92 Nubuck Omnia;2026-03-10T16:50:10.862Z;D50;2;M2;0.136247703;0.14463838;0.140389922;0.137522709;0.135373551;0.135749164;0.13919155;0.14523679;0.155141762;0.168296501;0.176387545;0.175343579;0.172351062;0.169542897;0.167787498;0.167313454;0.170131487;0.176770398;0.185578981;0.197898257;0.207412264;0.21202645;0.213861364;0.214269793;0.214373296;0.215682995;0.216078064;0.216570279;0.217190599;0.217957944;0.218663609
DB;Uniboard;Nix Spectro L;HPL K93 Anise Omnia;2026-03-10T16:45:37.760Z;D50;2;M2;0.0940166652;0.0983750358;0.0944998592;0.0916147858;0.0888714224;0.0872526258;0.0867864698;0.0872357965;0.0891185254;0.0920523852;0.0937148109;0.0926179022;0.0910941452;0.0897981256;0.0891837552;0.089087078;0.0896191418;0.0912425265;0.0936027214;0.0966337547;0.0987645239;0.099572365;0.099753581;0.0996834412;0.0996615425;0.100218828;0.100229323;0.100045855;0.0997737989;0.099624525;0.0994886279
DB;Uniboard;Nix Spectro L;HPL K94 Poppy Omnia;2026-03-10T16:46:38.043Z;D50;2;M2;0.135660502;0.14344202;0.138931912;0.135605854;0.132704353;0.131774491;0.133090308;0.136292827;0.142346182;0.150752714;0.156366917;0.156368905;0.155104166;0.15377554;0.1530534;0.153035164;0.154819411;0.158627707;0.162653306;0.167047799;0.170092762;0.171641895;0.172612512;0.172863311;0.172866693;0.173763433;0.173822242;0.173688325;0.173439524;0.173374143;0.173325422
